mul;add;rot;inv;blocks;threads;energy
0;1096500;0;0;4;688;0,025375013
0;1096500;0;0;4;704;0,025418461
0;1096500;0;0;4;720;0,025887897
0;1096500;0;0;4;736;0,026064185
0;1096500;0;0;4;752;0,026179047
0;1096500;0;0;4;768;0,026412583
0;1096500;0;0;4;784;0,026760349
0;1096500;0;0;4;800;0,026900669
0;1096500;0;0;4;816;0,027113924
0;1096500;0;0;4;832;0,027522641
0;1096500;0;0;4;848;0,027741955
0;1096500;0;0;4;864;0,027883
0;1096500;0;0;4;880;0,02814811
0;1096500;0;0;4;896;0,028481327
0;1096500;0;0;4;912;0,028700641
0;1096500;0;0;4;928;0,028957423
0;1096500;0;0;4;944;0,029350737
0;1096500;0;0;4;960;0,029471092
0;1096500;0;0;4;976;0,029697295
0;1096500;0;0;4;992;0,029971063
0;1096500;0;0;4;1008;0,030244991
0;1096500;0;0;4;1024;0,030385211
0;1096500;0;0;6;16;0,04242689
0;1096500;0;0;6;32;0,040829239
0;1096500;0;0;6;48;0,033116893
0;1096500;0;0;6;64;0,029321614
0;1096500;0;0;6;80;0,027030559
0;1096500;0;0;6;96;0,02627693
0;1096500;0;0;6;112;0,025241764
0;1096500;0;0;6;128;0,025143916
0;1096500;0;0;6;144;0,024001164
0;1096500;0;0;6;160;0,024116513
0;1096500;0;0;6;176;0,023278815
0;1096500;0;0;6;192;0,023529231
0;1096500;0;0;6;208;0,023810893
0;1096500;0;0;6;224;0,022952923
0;1096500;0;0;6;240;0,023397131
0;1096500;0;0;6;256;0,023669708
0;1096500;0;0;6;272;0,023679051
0;1096500;0;0;6;288;0,022624832
0;1096500;0;0;6;304;0,022702711
0;1096500;0;0;6;320;0,023006738
0;1096500;0;0;6;336;0,023376164
0;1096500;0;0;6;352;0,023586163
0;1096500;0;0;6;368;0,023751464
0;1096500;0;0;6;384;0,024131507
0;1096500;0;0;6;400;0,023759954
0;1096500;0;0;6;416;0,023226095
0;1096500;0;0;6;432;0,022409666
0;1096500;0;0;6;448;0,022605362
0;1096500;0;0;6;464;0,022877015
0;1096500;0;0;6;480;0,023161997
0;1096500;0;0;6;496;0,023275536
0;1096500;0;0;6;512;0,023590158
0;1096500;0;0;6;528;0,023924811
0;1096500;0;0;6;544;0,024239877
0;1096500;0;0;6;560;0,024442134
0;1096500;0;0;6;576;0,024717022
0;1096500;0;0;6;592;0,025026932
0;1096500;0;0;6;608;0,025433443
0;1096500;0;0;6;624;0,025598274
0;1096500;0;0;6;640;0,025860052
0;1096500;0;0;6;656;0,026100348
0;1096500;0;0;6;672;0,026537477
0;1096500;0;0;6;688;0,02672282
0;1096500;0;0;6;704;0,027065529
0;1096500;0;0;6;720;0,027167942
0;1096500;0;0;6;736;0,027225393
0;1096500;0;0;6;752;0,026800754
0;1096500;0;0;6;768;0,026421076
0;1096500;0;0;6;784;0,025624252
0;1096500;0;0;6;800;0,025627782
0;1096500;0;0;6;816;0,02528554
0;1096500;0;0;6;832;0,02506073
0;1096500;0;0;6;848;0,024597947
0;1096500;0;0;6;864;0,024450249
0;1096500;0;0;6;880;0,024567484
0;1096500;0;0;6;896;0,024616924
0;1096500;0;0;6;912;0,024594451
0;1096500;0;0;6;928;0,024686128
0;1096500;0;0;6;944;0,02466237
0;1096500;0;0;6;960;0,024793212
0;1096500;0;0;6;976;0,024910571
0;1096500;0;0;6;992;0,025082053
0;1096500;0;0;6;1008;0,025266556
0;1096500;0;0;6;1024;0,02539095
0;1096500;0;0;8;16;0,035957156
0;1096500;0;0;8;32;0,0344579
0;1096500;0;0;8;48;0,02949097
0;1096500;0;0;8;64;0,025781525
0;1096500;0;0;8;80;0,024256857
0;1096500;0;0;8;96;0,024303301
0;1096500;0;0;8;112;0,023443834
0;1096500;0;0;8;128;0,022826019
0;1096500;0;0;8;144;0,022866955
0;1096500;0;0;8;160;0,021978594
0;1096500;0;0;8;176;0,022303331
0;1096500;0;0;8;192;0,022804053
0;1096500;0;0;8;208;0,022522491
0;1096500;0;0;8;224;0,021890473
0;1096500;0;0;8;240;0,022041239
0;1096500;0;0;8;256;0,022280367
0;1096500;0;0;8;272;0,022498528
0;1096500;0;0;8;288;0,022702225
0;1096500;0;0;8;304;0,022694734
0;1096500;0;0;8;320;0,021711751
0;1096500;0;0;8;336;0,021430688
0;1096500;0;0;8;352;0,021867228
0;1096500;0;0;8;368;0,022102643
0;1096500;0;0;8;384;0,022428553
0;1096500;0;0;8;400;0,022717207
0;1096500;0;0;8;416;0,023069284
0;1096500;0;0;8;432;0,02328852
0;1096500;0;0;8;448;0,023717005
0;1096500;0;0;8;464;0,023934744
0;1096500;0;0;8;480;0,02427883
0;1096500;0;0;8;496;0,024523536
0;1096500;0;0;8;512;0,025019765
0;1096500;0;0;8;528;0,025221198
0;1096500;0;0;8;544;0,025472881
0;1096500;0;0;8;560;0,025725167
0;1096500;0;0;8;576;0,025590255
0;1096500;0;0;8;592;0,025168262
0;1096500;0;0;8;608;0,024552002
0;1096500;0;0;8;624;0,024115527
0;1096500;0;0;8;640;0,023116227
0;1096500;0;0;8;656;0,023364429
0;1096500;0;0;8;672;0,023357937
0;1096500;0;0;8;688;0,023498973
0;1096500;0;0;8;704;0,023557881
0;1096500;0;0;8;720;0,023599646
0;1096500;0;0;8;736;0,02377943
0;1096500;0;0;8;752;0,023701524
0;1096500;0;0;8;768;0,023889724
0;1096500;0;0;8;784;0,023770941
0;1096500;0;0;8;800;0,023887301
0;1096500;0;0;8;816;0,023966159
0;1096500;0;0;8;832;0,024313365
0;1096500;0;0;8;848;0,024379709
0;1096500;0;0;8;864;0,024289817
0;1096500;0;0;8;880;0,024500564
0;1096500;0;0;8;896;0,024475727
0;1096500;0;0;8;912;0,024467734
0;1096500;0;0;8;928;0,024589957
0;1096500;0;0;8;944;0,024228936
0;1096500;0;0;8;960;0,024747496
0;1096500;0;0;8;976;0,024922058
0;1096500;0;0;8;992;0,024968002
0;1096500;0;0;8;1008;0,025267055
0;1096500;0;0;8;1024;0,025310518
0;1096500;0;0;10;16;0,031997621
0;1096500;0;0;10;32;0,031017108
0;1096500;0;0;10;48;0,026845746
0;1096500;0;0;10;64;0,023903781
0;1096500;0;0;10;80;0,023249567
0;1096500;0;0;10;96;0,023029332
0;1096500;0;0;10;112;0,022173034
0;1096500;0;0;10;128;0,0216405
0;1096500;0;0;10;144;0,021952876
0;1096500;0;0;10;160;0,021987084
0;1096500;0;0;10;176;0,021062694
0;1096500;0;0;10;192;0,021260452
0;1096500;0;0;10;208;0,021321883
0;1096500;0;0;10;224;0,021797312
0;1096500;0;0;10;240;0,022202488
0;1096500;0;0;10;256;0,02104978
0;1096500;0;0;10;272;0,021070185
0;1096500;0;0;10;288;0,021484687
0;1096500;0;0;10;304;0,021772342
0;1096500;0;0;10;320;0,022209977
0;1096500;0;0;10;336;0,022421062
0;1096500;0;0;10;352;0,022826575
0;1096500;0;0;10;368;0,023110234
0;1096500;0;0;10;384;0,023466307
0;1096500;0;0;10;400;0,023952223
0;1096500;0;0;10;416;0,024264406
0;1096500;0;0;10;432;0,024545168
0;1096500;0;0;10;448;0,025045409
0;1096500;0;0;10;464;0,025172136
0;1096500;0;0;10;480;0,024575642
0;1096500;0;0;10;496;0,02395422
0;1096500;0;0;10;512;0,023128712
0;1096500;0;0;10;528;0,022661773
0;1096500;0;0;10;544;0,023066287
0;1096500;0;0;10;560;0,023109735
0;1096500;0;0;10;576;0,023146191
0;1096500;0;0;10;592;0,023023212
0;1096500;0;0;10;608;0,023133207
0;1096500;0;0;10;624;0,023128213
0;1096500;0;0;10;640;0,023364429
0;1096500;0;0;10;656;0,023359934
0;1096500;0;0;10;672;0,023300006
0;1096500;0;0;10;688;0,023319209
0;1096500;0;0;10;704;0,023429351
0;1096500;0;0;10;720;0,023609462
0;1096500;0;0;10;736;0,023755459
0;1096500;0;0;10;752;0,023858336
0;1096500;0;0;10;768;0,023810292
0;1096500;0;0;10;784;0,023875237
0;1096500;0;0;10;800;0,0238883
0;1096500;0;0;10;816;0,024053102
0;1096500;0;0;10;832;0,023890797
0;1096500;0;0;10;848;0,024296309
0;1096500;0;0;10;864;0,024413668
0;1096500;0;0;10;880;0,024606437
0;1096500;0;0;10;896;0,024547008
0;1096500;0;0;10;912;0,024502204
0;1096500;0;0;10;928;0,024589957
0;1096500;0;0;10;944;0,024606437
0;1096500;0;0;10;960;0,02479521
0;1096500;0;0;10;976;0,024987978
0;1096500;0;0;10;992;0,025054236
0;1096500;0;0;10;1008;0,025167762
0;1096500;0;0;10;1024;0,025287538
0;1096500;0;0;12;16;0,029735263
0;1096500;0;0;12;32;0,029304629
0;1096500;0;0;12;48;0,024984982
0;1096500;0;0;12;64;0,02314053
0;1096500;0;0;12;80;0,022389101
0;1096500;0;0;12;96;0,021737211
0;1096500;0;0;12;112;0,021211516
0;1096500;0;0;12;128;0,021627881
